한국고용직업분류 대분류코드,한국고용직업분류 대분류명,한국고용직업분류 중분류코드,한국고용직업분류 중분류명,한국고용직업분류 소분류코드,한국고용직업분류 소분류명,한국고용직업분류 세분류코드,한국고용직업분류 세분류명,한국표준직업분류 세분류코드,한국표준직업분류 세분류명,loofio_archetype,archetype_family,support_level,mapping_note
1,연구직 및 공학 기술직,14,건설·채굴 연구개발직 및 공학기술직,140,건축·토목공학 기술자 및 시험원,1407,건설자재 시험원,2317,건설자재 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,건설 기술 서비스형으로 확장 가능
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,151,기계·로봇공학 기술자 및 시험원,1511,기계공학 기술자 및 연구원,2351,기계공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,151,기계·로봇공학 기술자 및 시험원,1512,로봇공학 기술자 및 연구원,2352,로봇공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,151,기계·로봇공학 기술자 및 시험원,1513,기계·로봇공학 시험원,2353,기계 및 로봇공학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,152,금속·재료공학 기술자 및 시험원,1521,금속·재료공학 기술자 및 연구원,2331,금속·재료 공학 연구원 및 기술자,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,152,금속·재료공학 기술자 및 시험원,1522,금속·재료공학 시험원,2332,금속 및 재료공학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,153,전기·전자공학 기술자 및 시험원,1531,전기공학 기술자 및 연구원,2341,전기공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,153,전기·전자공학 기술자 및 시험원,1532,전자공학 기술자 및 연구원,2342,전자공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,153,전기·전자공학 기술자 및 시험원,1533,전기·전자공학 시험원,2343,전기 및 전자공학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,154,화학공학 기술자 및 시험원,1541,화학공학 기술자 및 연구원,2321,화학공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,154,화학공학 기술자 및 시험원,1542,화학공학 시험원,2322,화학공학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,155,에너지·환경공학 기술자 및 시험원,1551,가스·에너지공학 기술자 및 연구원,2372,가스·에너지 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,155,에너지·환경공학 기술자 및 시험원,1552,가스·에너지공학 시험원,2374,가스 및 에너지 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,155,에너지·환경공학 기술자 및 시험원,1553,환경공학 기술자 및 연구원,2371,환경공학기술자및연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,155,에너지·환경공학 기술자 및 시험원,1554,환경공학 시험원,2373,환경공학시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,155,에너지·환경공학 기술자 및 시험원,1555,보건위생·환경 검사원,2365,보건 위생 및 환경 검사원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,156,섬유공학 기술자 및 시험원,1561,섬유공학 기술자 및 연구원,2392,섬유공학기술자및연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,156,섬유공학 기술자 및 시험원,1562,섬유공학 시험원,2394,섬유공학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,157,식품공학 기술자 및 시험원,1571,식품공학 기술자 및 연구원,2391,식품공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,157,식품공학 기술자 및 시험원,1572,식품공학 시험원,2393,식품공학 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,158,소방·방재·산업안전·비파괴 기술자,1581,방재 기술자 및 연구원,2361,방재 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,158,소방·방재·산업안전·비파괴 기술자,1582,소방공학 기술자 및 연구원,2362,소방공학 기술자 및 연구원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,158,소방·방재·산업안전·비파괴 기술자,1583,소방공학 시험원,2363,소방공학시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,158,소방·방재·산업안전·비파괴 기술자,1584,산업 안전원 및 위험 관리원,2364,산업 안전 및 위험 관리원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,158,소방·방재·산업안전·비파괴 기술자,1585,비파괴 검사원,2366,비파괴 검사원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,159,제도사 및 기타 인쇄·목재 등 공학 기술자 및 시험원,1591,제도사,2395,제도사,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
1,연구직 및 공학 기술직,15,제조 연구개발직 및 공학기술직,159,제도사 및 기타 인쇄·목재 등 공학 기술자 및 시험원,1599,기타 인쇄·목재 등 공학 기술자 및 시험원,2399,기타 공학 관련 기술자 및 시험원,TECHNICAL_B2B_SERVICE,TECHNICAL_B2B,C,엔지니어링·시험·검사·R&D 서비스로 도메인 확장 필요
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,211,대학 교수 및 강사,2111,대학 교수,2511,대학교수,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,211,대학 교수 및 강사,2112,대학 시간강사,2512,대학 시간강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,212,학교 교사,2121,중·고등학교 교사,2521,중·고등학교 교사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,212,학교 교사,2122,초등학교 교사,2522,초등학교 교사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,212,학교 교사,2123,특수교육 교사,2523,특수교육 교사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,212,학교 교사,2129,기타 교사,2599,기타 교사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,213,유치원 교사,2130,유치원 교사,2530,유치원 교사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,C,교육 서비스로 확장 가능하나 고용 직무와 사업체 운영을 구분해야 함
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,214,문리·기술·예능 강사,2141,문리·어학 강사,2541,문리 및 어학 강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,A,수업·회차·재등록 구조가 있어 현재 엔진과 높은 호환성
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,214,문리·기술·예능 강사,2142,컴퓨터 강사,2542,컴퓨터 강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,A,수업·회차·재등록 구조가 있어 현재 엔진과 높은 호환성
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,214,문리·기술·예능 강사,2143,기술·기능계 강사,2543,기술 및 기능계 강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,A,수업·회차·재등록 구조가 있어 현재 엔진과 높은 호환성
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,214,문리·기술·예능 강사,2144,예능 강사,2544,예능 강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,A,수업·회차·재등록 구조가 있어 현재 엔진과 높은 호환성
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,214,문리·기술·예능 강사,2145,학습지·교육교구 방문강사,2545,학습지 및 교육 교구 방문강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,A,수업·회차·재등록 구조가 있어 현재 엔진과 높은 호환성
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,214,문리·기술·예능 강사,2149,기타 문리·기술 및 예능 강사,2549,기타 문리·기술 및 예능 강사,MEMBERSHIP_EDUCATION,MEMBERSHIP_SERVICE,A,수업·회차·재등록 구조가 있어 현재 엔진과 높은 호환성
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,215,장학관 및 기타 교육 종사자,2151,장학관·연구관 및 교육 전문가,2591,장학관·연구관 및 교육 관련 전문가,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,교육 지원 직무 자체는 사업 업종으로 직접 매핑하기 어려움
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,215,장학관 및 기타 교육 종사자,2152,대학 교육 조교(연구 조교(RA) 포함),2592,대학 교육 조교,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,교육 지원 직무 자체는 사업 업종으로 직접 매핑하기 어려움
2,교육·법률·사회복지·경찰·소방직 및 군인,21,교육직,215,장학관 및 기타 교육 종사자,2153,교사보조 및 보육보조 서비스 종사원,4212,보육 및 교사 보조 서비스 종사원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,교육 지원 직무 자체는 사업 업종으로 직접 매핑하기 어려움
2,교육·법률·사회복지·경찰·소방직 및 군인,22,법률직,221,법률 전문가,2211,판사 및 검사,2611,판사 및 검사,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,22,법률직,221,법률 전문가,2212,변호사,2612,변호사,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,상담→수임→반복 의뢰의 리드/프로젝트 구조로 적용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,22,법률직,221,법률 전문가,2213,법무사 및 집행관,2613,법무사 및 집행관,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,상담→수임→반복 의뢰의 리드/프로젝트 구조로 적용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,22,법률직,221,법률 전문가,2214,변리사,2614,변리사,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,상담→수임→반복 의뢰의 리드/프로젝트 구조로 적용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,22,법률직,221,법률 전문가,2219,기타 법률 전문가,2619,기타 법률 전문가,LEAD_PROFESSIONAL_SERVICE,LEAD_SERVICE,B,상담→수임→반복 의뢰의 리드/프로젝트 구조로 적용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,22,법률직,222,법률 사무원,2220,법률 사무원,3301,법률 관련 사무원,EMPLOYMENT_SUPPORT_ROLE,EMPLOYMENT_SUPPORT,D,법률 사무 직무 자체는 사업체 업종이 아님
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,231,사회복지사 및 상담사,2311,사회복지사,2471,사회복지사,RECURRING_CARE_SERVICE,RECURRING_SERVICE,C,복지 서비스 운영에 적용 가능하나 기관/공공 영역 구분 필요
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,231,사회복지사 및 상담사,2312,상담 전문가,2474,상담 전문가,APPOINTMENT_PROFESSIONAL,APPOINTMENT_SERVICE,A,상담·예약·재방문 구조로 현재 엔진 활용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,231,사회복지사 및 상담사,2313,청소년 지도사,2475,청소년 지도사,RECURRING_CARE_SERVICE,RECURRING_SERVICE,C,복지 서비스 운영에 적용 가능하나 기관/공공 영역 구분 필요
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,231,사회복지사 및 상담사,2314,직업상담사,2473,직업상담사,APPOINTMENT_PROFESSIONAL,APPOINTMENT_SERVICE,A,상담·예약·재방문 구조로 현재 엔진 활용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,231,사회복지사 및 상담사,2315,시민단체 활동가,2476,시민 단체 활동가,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,수익형 소상공인 사업 분류로 직접 적용하기 어려움
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,232,보육교사 및 기타 사회복지 종사자,2321,보육교사,2472,보육교사,RECURRING_CARE_SERVICE,RECURRING_SERVICE,B,정기 이용·재등록·수용능력 기반 서비스로 적용 가능
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,232,보육교사 및 기타 사회복지 종사자,2329,기타 사회복지 종사원,2479,기타 사회복지 관련 종사원,RECURRING_CARE_SERVICE,RECURRING_SERVICE,C,복지 서비스 운영에 적용 가능하나 기관/공공 영역 구분 필요
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,233,성직자 및 기타 종교 종사자,2331,성직자,2481,성직자,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,수익형 소상공인 사업 분류로 직접 적용하기 어려움
2,교육·법률·사회복지·경찰·소방직 및 군인,23,사회복지·종교직,233,성직자 및 기타 종교 종사자,2339,기타 종교 종사원,2489,기타 종교 관련 종사원,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,수익형 소상공인 사업 분류로 직접 적용하기 어려움
2,교육·법률·사회복지·경찰·소방직 및 군인,24,경찰·소방·교도직,240,"경찰관, 소방관 및 교도관",2401,경찰관 및 수사관,4111,경찰관 및 수사관,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,24,경찰·소방·교도직,240,"경찰관, 소방관 및 교도관",2402,소방관,4112,소방관,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,24,경찰·소방·교도직,240,"경찰관, 소방관 및 교도관",2403,교도관 및 소년원학교 교사,4113,소년원 학교 교사 및 교도관,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,25,군인,250,군인,2501,영관급 이상 장교,A011,영관급 이상 장교,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,25,군인,250,군인,2502,위관급 장교,A012,위관급 장교,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,25,군인,250,군인,2503,부사관,A020,부사관,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
2,교육·법률·사회복지·경찰·소방직 및 군인,25,군인,250,군인,2509,기타 군인,A090,기타 군인,NONCOMMERCIAL_OR_PUBLIC_ROLE,NONCOMMERCIAL_PUBLIC,D,공공·고용 역할 성격이 강해 사업 업종으로 직접 매핑하지 않음
3,보건·의료직,30,보건·의료직,301,"의사, 한의사 및 치과의사",3011,전문 의사,2411,전문 의사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,301,"의사, 한의사 및 치과의사",3012,일반 의사,2412,일반 의사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,301,"의사, 한의사 및 치과의사",3013,한의사,2413,한의사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,301,"의사, 한의사 및 치과의사",3014,치과 의사,2414,치과 의사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,302,수의사,3020,수의사,2415,수의사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,303,약사 및 한약사,3030,약사 및 한약사,2420,약사 및 한약사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,304,간호사,3040,간호사,2430,간호사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,305,영양사,3050,영양사,2440,영양사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3061,임상병리사,2451,임상병리사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3062,방사선사,2452,방사선사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3063,치과기공사,2453,치과기공사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3064,치과위생사,2454,치과위생사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3065,물리 및 작업 치료사,2456,물리 및 작업 치료사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3066,임상심리사,2457,임상심리사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3067,재활공학 기사,2455,재활공학 기사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,306,의료기사·치료사·재활사,3069,기타 치료·재활사 및 의료기사,2459,기타 치료·재활사 및 의료기사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3071,응급구조사,2461,응급 구조사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3072,위생사,2462,위생사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3073,안경사,2463,안경사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3074,의무기록사,2464,의무 기록사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3075,간호조무사,2465,간호조무사,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3076,안마사,2466,안마사,APPOINTMENT_HEALTH,APPOINTMENT_SERVICE,B,예약·재방문·서비스 매출 구조로 적용 가능하나 의료/의약 규제 검토 필요
3,보건·의료직,30,보건·의료직,307,보건·의료 종사자,3079,기타 보건·의료 종사원,4219,기타 돌봄 및 보건 서비스 종사원,HEALTH_EMPLOYMENT_OR_CLINIC_SUPPORT,APPOINTMENT_SERVICE,C,의료기관 운영 데이터에 포함 가능하나 직무 자체와 사업체 구분 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,411,작가·통번역가,4111,작가,2811,작가,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,411,작가·통번역가,4112,번역가 및 통역가,2814,번역가 및 통역가,PROJECT_CREATIVE,PROJECT_SERVICE,B,프로젝트·예약·견적 기반 창작 서비스로 적용 가능
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,411,작가·통번역가,4113,출판물 전문가,2812,출판물 전문가,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,412,기자 및 언론 전문가,4120,기자 및 언론 전문가,2813,기자 및 언론 관련 전문가,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,413,학예사·사서·기록물관리사,4131,학예사 및 문화재 보존원,2821,학예사 및 문화재 보존원,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,413,학예사·사서·기록물관리사,4132,사서 및 기록물 관리사,2822,사서 및 기록물 관리사,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,414,"창작·공연 전문가(작가, 연극 제외)",4141,화가 및 조각가,2841,화가 및 조각가,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,414,"창작·공연 전문가(작가, 연극 제외)",4142,사진작가 및 사진사,2842,사진기자 및 사진가,PROJECT_CREATIVE,PROJECT_SERVICE,B,프로젝트·예약·견적 기반 창작 서비스로 적용 가능
4,예술·디자인·방송·스포츠직,41,예술·디자인·방송직,414,"창작·공연 전문가(작가, 연극 제외)",4143,만화가 및 만화영화 작가,2843,만화가 및 만화영화 작가,PERSONAL_BRAND_PROJECT,PERSONAL_BRAND,C,개인 창작/공연 수익모델은 별도 프로젝트·브랜드 모델 필요
